Detail,Week_Ending_Date,Value,Measure,Class,Week,Source,Flu_Season
A (H3),10/15/2011 12:00:00 AM,0,Region,Eastern,41,Labs,2011-12
A (Unk),10/15/2011 12:00:00 AM,0,Region,Eastern,41,Labs,2011-12
B,10/15/2011 12:00:00 AM,0,Region,Eastern,41,Labs,2011-12
B/Victoria,10/15/2011 12:00:00 AM,0,Region,Eastern,41,Labs,2011-12
B/Yamagata,10/15/2011 12:00:00 AM,0,Region,Eastern,41,Labs,2011-12
A (H1),10/15/2011 12:00:00 AM,0,Region,Northern,41,Labs,2011-12
A (H3),10/15/2011 12:00:00 AM,0,Region,Northern,41,Labs,2011-12
A (Unk),10/15/2011 12:00:00 AM,0,Region,Northern,41,Labs,2011-12
B,10/15/2011 12:00:00 AM,0,Region,Northern,41,Labs,2011-12
B/Victoria,10/15/2011 12:00:00 AM,0,Region,Northern,41,Labs,2011-12
B/Yamagata,10/15/2011 12:00:00 AM,0,Region,Northern,41,Labs,2011-12
A (H1),10/15/2011 12:00:00 AM,0,Region,Northwest,41,Labs,2011-12
A (H3),10/15/2011 12:00:00 AM,0,Region,Northwest,41,Labs,2011-12
A (Unk),10/15/2011 12:00:00 AM,0,Region,Northwest,41,Labs,2011-12
B,10/15/2011 12:00:00 AM,0,Region,Northwest,41,Labs,2011-12
B/Victoria,10/15/2011 12:00:00 AM,0,Region,Northwest,41,Labs,2011-12
B/Yamagata,10/15/2011 12:00:00 AM,0,Region,Northwest,41,Labs,2011-12
A (H1),10/15/2011 12:00:00 AM,0,Region,Southwest,41,Labs,2011-12
A (H3),10/15/2011 12:00:00 AM,0,Region,Southwest,41,Labs,2011-12
A (Unk),10/15/2011 12:00:00 AM,0,Region,Southwest,41,Labs,2011-12
B,10/15/2011 12:00:00 AM,0,Region,Southwest,41,Labs,2011-12
B/Victoria,10/15/2011 12:00:00 AM,0,Region,Southwest,41,Labs,2011-12
B/Yamagata,10/15/2011 12:00:00 AM,0,Region,Southwest,41,Labs,2011-12
Confirmed,10/15/2011 12:00:00 AM,0,Facility Type,Assisted Living,41,Outbreaks,2011-12
Suspected,10/15/2011 12:00:00 AM,0,Facility Type,Assisted Living,41,Outbreaks,2011-12
Confirmed,10/15/2011 12:00:00 AM,0,Facility Type,Daycare / Pre-K,41,Outbreaks,2011-12
Suspected,10/15/2011 12:00:00 AM,0,Facility Type,Daycare / Pre-K,41,Outbreaks,2011-12
Confirmed,10/15/2011 12:00:00 AM,0,Facility Type,Nursing Home,41,Outbreaks,2011-12
Suspected,10/15/2011 12:00:00 AM,0,Facility Type,Nursing Home,41,Outbreaks,2011-12
Confirmed,10/15/2011 12:00:00 AM,0,Facility Type,Other Facility Type,41,Outbreaks,2011-12
Suspected,10/15/2011 12:00:00 AM,0,Facility Type,Other Facility Type,41,Outbreaks,2011-12
Confirmed,10/15/2011 12:00:00 AM,0,Facility Type,Other Health Care,41,Outbreaks,2011-12
Suspected,10/15/2011 12:00:00 AM,0,Facility Type,Other Health Care,41,Outbreaks,2011-12
Confirmed,10/15/2011 12:00:00 AM,0,Facility Type,School (K-12),41,Outbreaks,2011-12
Suspected,10/15/2011 12:00:00 AM,0,Facility Type,School (K-12),41,Outbreaks,2011-12
Confirmed,10/15/2011 12:00:00 AM,0,Region,Central,41,Outbreaks,2011-12
Suspected,10/15/2011 12:00:00 AM,0,Region,Central,41,Outbreaks,2011-12
Confirmed,10/15/2011 12:00:00 AM,0,Region,Eastern,41,Outbreaks,2011-12
Suspected,10/15/2011 12:00:00 AM,0,Region,Eastern,41,Outbreaks,2011-12
Confirmed,10/15/2011 12:00:00 AM,0,Region,Northern,41,Outbreaks,2011-12
Suspected,10/15/2011 12:00:00 AM,0,Region,Northern,41,Outbreaks,2011-12
Confirmed,10/15/2011 12:00:00 AM,0,Region,Northwest,41,Outbreaks,2011-12
Suspected,10/15/2011 12:00:00 AM,0,Region,Northwest,41,Outbreaks,2011-12
Confirmed,10/15/2011 12:00:00 AM,0,Region,Southwest,41,Outbreaks,2011-12
Suspected,10/15/2011 12:00:00 AM,0,Region,Southwest,41,Outbreaks,2011-12
,10/15/2011 12:00:00 AM,0,,,41,Specimens,2011-12
,10/22/2011 12:00:00 AM,0,,,42,Activity Level,2011-12
,10/22/2011 12:00:00 AM,4.672317552,AgeGroup,0-4,42,ILI by Age,2011-12
,10/22/2011 12:00:00 AM,2.005984706,AgeGroup,05-18,42,ILI by Age,2011-12
,10/22/2011 12:00:00 AM,1.045447945,AgeGroup,19-24,42,ILI by Age,2011-12
,10/22/2011 12:00:00 AM,0.948304800,AgeGroup,25-49,42,ILI by Age,2011-12
,10/22/2011 12:00:00 AM,0.474712434,AgeGroup,50-64,42,ILI by Age,2011-12
,10/22/2011 12:00:00 AM,0.323783359,AgeGroup,65+,42,ILI by Age,2011-12
,10/22/2011 12:00:00 AM,1.515151515,RegionName,Central,42,ILI by Region,2011-12
,10/22/2011 12:00:00 AM,0.978933730,RegionName,Eastern,42,ILI by Region,2011-12
,10/22/2011 12:00:00 AM,1.576668573,RegionName,Northern,42,ILI by Region,2011-12
,10/22/2011 12:00:00 AM,0.954861111,RegionName,Northwest,42,ILI by Region,2011-12
,10/22/2011 12:00:00 AM,1.032718850,RegionName,Southwest,42,ILI by Region,2011-12
,10/22/2011 12:00:00 AM,1.201977938,,,42,ILI by Season,2011-12
A (H1),10/22/2011 12:00:00 AM,0,Region,Central,42,Labs,2011-12
A (H3),10/22/2011 12:00:00 AM,0,Region,Central,42,Labs,2011-12
A (Unk),10/22/2011 12:00:00 AM,0,Region,Central,42,Labs,2011-12
B,10/22/2011 12:00:00 AM,0,Region,Central,42,Labs,2011-12
B/Victoria,10/22/2011 12:00:00 AM,0,Region,Central,42,Labs,2011-12
B/Yamagata,10/22/2011 12:00:00 AM,0,Region,Central,42,Labs,2011-12
A (H1),10/22/2011 12:00:00 AM,0,Region,Eastern,42,Labs,2011-12
A (H3),10/22/2011 12:00:00 AM,0,Region,Eastern,42,Labs,2011-12
A (Unk),10/22/2011 12:00:00 AM,0,Region,Eastern,42,Labs,2011-12
B,10/22/2011 12:00:00 AM,0,Region,Eastern,42,Labs,2011-12
B/Victoria,10/22/2011 12:00:00 AM,0,Region,Eastern,42,Labs,2011-12
B/Yamagata,10/22/2011 12:00:00 AM,0,Region,Eastern,42,Labs,2011-12
A (H1),10/22/2011 12:00:00 AM,0,Region,Northern,42,Labs,2011-12
A (H3),10/22/2011 12:00:00 AM,0,Region,Northern,42,Labs,2011-12
A (Unk),10/22/2011 12:00:00 AM,0,Region,Northern,42,Labs,2011-12
B,10/22/2011 12:00:00 AM,0,Region,Northern,42,Labs,2011-12
B/Victoria,10/22/2011 12:00:00 AM,0,Region,Northern,42,Labs,2011-12
B/Yamagata,10/22/2011 12:00:00 AM,0,Region,Northern,42,Labs,2011-12
A (H1),10/22/2011 12:00:00 AM,0,Region,Northwest,42,Labs,2011-12
A (H3),10/22/2011 12:00:00 AM,0,Region,Northwest,42,Labs,2011-12
A (Unk),10/22/2011 12:00:00 AM,0,Region,Northwest,42,Labs,2011-12
B,10/22/2011 12:00:00 AM,0,Region,Northwest,42,Labs,2011-12
B/Victoria,10/22/2011 12:00:00 AM,0,Region,Northwest,42,Labs,2011-12
B/Yamagata,10/22/2011 12:00:00 AM,0,Region,Northwest,42,Labs,2011-12
A (H1),10/22/2011 12:00:00 AM,0,Region,Southwest,42,Labs,2011-12
A (H3),10/22/2011 12:00:00 AM,0,Region,Southwest,42,Labs,2011-12
A (Unk),10/22/2011 12:00:00 AM,0,Region,Southwest,42,Labs,2011-12
B,10/22/2011 12:00:00 AM,0,Region,Southwest,42,Labs,2011-12
B/Victoria,10/22/2011 12:00:00 AM,0,Region,Southwest,42,Labs,2011-12
B/Yamagata,10/22/2011 12:00:00 AM,0,Region,Southwest,42,Labs,2011-12
Confirmed,10/22/2011 12:00:00 AM,0,Facility Type,Assisted Living,42,Outbreaks,2011-12
Suspected,10/22/2011 12:00:00 AM,0,Facility Type,Assisted Living,42,Outbreaks,2011-12
Confirmed,10/22/2011 12:00:00 AM,0,Facility Type,Daycare / Pre-K,42,Outbreaks,2011-12
Suspected,10/22/2011 12:00:00 AM,0,Facility Type,Daycare / Pre-K,42,Outbreaks,2011-12
Confirmed,10/22/2011 12:00:00 AM,0,Facility Type,Nursing Home,42,Outbreaks,2011-12
Suspected,10/22/2011 12:00:00 AM,0,Facility Type,Nursing Home,42,Outbreaks,2011-12
Confirmed,10/22/2011 12:00:00 AM,0,Facility Type,Other Facility Type,42,Outbreaks,2011-12
Suspected,10/22/2011 12:00:00 AM,0,Facility Type,Other Facility Type,42,Outbreaks,2011-12
Confirmed,10/22/2011 12:00:00 AM,0,Facility Type,Other Health Care,42,Outbreaks,2011-12
Suspected,10/22/2011 12:00:00 AM,0,Facility Type,Other Health Care,42,Outbreaks,2011-12
Confirmed,10/22/2011 12:00:00 AM,0,Facility Type,School (K-12),42,Outbreaks,2011-12
Suspected,10/22/2011 12:00:00 AM,0,Facility Type,School (K-12),42,Outbreaks,2011-12
Confirmed,10/22/2011 12:00:00 AM,0,Region,Central,42,Outbreaks,2011-12
Suspected,10/22/2011 12:00:00 AM,0,Region,Central,42,Outbreaks,2011-12
Confirmed,10/22/2011 12:00:00 AM,0,Region,Eastern,42,Outbreaks,2011-12
Suspected,10/22/2011 12:00:00 AM,0,Region,Eastern,42,Outbreaks,2011-12
Confirmed,10/22/2011 12:00:00 AM,0,Region,Northern,42,Outbreaks,2011-12
Suspected,10/22/2011 12:00:00 AM,0,Region,Northern,42,Outbreaks,2011-12
Confirmed,10/22/2011 12:00:00 AM,0,Region,Northwest,42,Outbreaks,2011-12
Suspected,10/22/2011 12:00:00 AM,0,Region,Northwest,42,Outbreaks,2011-12
Confirmed,10/22/2011 12:00:00 AM,0,Region,Southwest,42,Outbreaks,2011-12
Suspected,10/22/2011 12:00:00 AM,0,Region,Southwest,42,Outbreaks,2011-12
,10/22/2011 12:00:00 AM,0,,,42,Specimens,2011-12
,10/29/2011 12:00:00 AM,1,,,43,Activity Level,2011-12
,10/29/2011 12:00:00 AM,4.370666106,AgeGroup,0-4,43,ILI by Age,2011-12
,10/29/2011 12:00:00 AM,2.422434368,AgeGroup,05-18,43,ILI by Age,2011-12
,10/29/2011 12:00:00 AM,0.930851064,AgeGroup,19-24,43,ILI by Age,2011-12
,10/29/2011 12:00:00 AM,0.903429524,AgeGroup,25-49,43,ILI by Age,2011-12
,10/29/2011 12:00:00 AM,0.557745937,AgeGroup,50-64,43,ILI by Age,2011-12
,10/29/2011 12:00:00 AM,0.277926243,AgeGroup,65+,43,ILI by Age,2011-12
,10/29/2011 12:00:00 AM,1.438735178,RegionName,Central,43,ILI by Region,2011-12
,10/29/2011 12:00:00 AM,1.103280680,RegionName,Eastern,43,ILI by Region,2011-12
,10/29/2011 12:00:00 AM,1.378606076,RegionName,Northern,43,ILI by Region,2011-12
,10/29/2011 12:00:00 AM,1.136771569,RegionName,Northwest,43,ILI by Region,2011-12
,10/29/2011 12:00:00 AM,1.073384447,RegionName,Southwest,43,ILI by Region,2011-12
,10/29/2011 12:00:00 AM,1.223124089,,,43,ILI by Season,2011-12
A (H1),10/29/2011 12:00:00 AM,0,Region,Central,43,Labs,2011-12
A (H3),10/29/2011 12:00:00 AM,0,Region,Central,43,Labs,2011-12
A (Unk),10/29/2011 12:00:00 AM,0,Region,Central,43,Labs,2011-12
B,10/29/2011 12:00:00 AM,0,Region,Central,43,Labs,2011-12
B/Victoria,10/29/2011 12:00:00 AM,0,Region,Central,43,Labs,2011-12
B/Yamagata,10/29/2011 12:00:00 AM,0,Region,Central,43,Labs,2011-12
A (H1),10/29/2011 12:00:00 AM,0,Region,Eastern,43,Labs,2011-12
A (H3),10/29/2011 12:00:00 AM,0,Region,Eastern,43,Labs,2011-12
A (Unk),10/29/2011 12:00:00 AM,0,Region,Eastern,43,Labs,2011-12
B,10/29/2011 12:00:00 AM,0,Region,Eastern,43,Labs,2011-12
B/Victoria,10/29/2011 12:00:00 AM,0,Region,Eastern,43,Labs,2011-12
B/Yamagata,10/29/2011 12:00:00 AM,0,Region,Eastern,43,Labs,2011-12
A (H1),10/29/2011 12:00:00 AM,0,Region,Northern,43,Labs,2011-12
A (H3),10/29/2011 12:00:00 AM,0,Region,Northern,43,Labs,2011-12
A (Unk),10/29/2011 12:00:00 AM,1,Region,Northern,43,Labs,2011-12
B,10/29/2011 12:00:00 AM,0,Region,Northern,43,Labs,2011-12
B/Victoria,10/29/2011 12:00:00 AM,0,Region,Northern,43,Labs,2011-12
B/Yamagata,10/29/2011 12:00:00 AM,0,Region,Northern,43,Labs,2011-12
A (H1),10/29/2011 12:00:00 AM,0,Region,Northwest,43,Labs,2011-12
A (H3),10/29/2011 12:00:00 AM,0,Region,Northwest,43,Labs,2011-12
A (Unk),10/29/2011 12:00:00 AM,0,Region,Northwest,43,Labs,2011-12
B,10/29/2011 12:00:00 AM,0,Region,Northwest,43,Labs,2011-12
B/Victoria,10/29/2011 12:00:00 AM,0,Region,Northwest,43,Labs,2011-12
B/Yamagata,10/29/2011 12:00:00 AM,0,Region,Northwest,43,Labs,2011-12
A (H1),10/29/2011 12:00:00 AM,0,Region,Southwest,43,Labs,2011-12
A (H3),10/29/2011 12:00:00 AM,0,Region,Southwest,43,Labs,2011-12
A (Unk),10/29/2011 12:00:00 AM,0,Region,Southwest,43,Labs,2011-12
B,10/29/2011 12:00:00 AM,0,Region,Southwest,43,Labs,2011-12
B/Victoria,10/29/2011 12:00:00 AM,0,Region,Southwest,43,Labs,2011-12
B/Yamagata,10/29/2011 12:00:00 AM,0,Region,Southwest,43,Labs,2011-12
Confirmed,10/29/2011 12:00:00 AM,0,Facility Type,Assisted Living,43,Outbreaks,2011-12
Suspected,10/29/2011 12:00:00 AM,0,Facility Type,Assisted Living,43,Outbreaks,2011-12
Confirmed,10/29/2011 12:00:00 AM,0,Facility Type,Daycare / Pre-K,43,Outbreaks,2011-12
Suspected,10/29/2011 12:00:00 AM,0,Facility Type,Daycare / Pre-K,43,Outbreaks,2011-12
Confirmed,10/29/2011 12:00:00 AM,0,Facility Type,Nursing Home,43,Outbreaks,2011-12
Suspected,10/29/2011 12:00:00 AM,0,Facility Type,Nursing Home,43,Outbreaks,2011-12
Confirmed,10/29/2011 12:00:00 AM,0,Facility Type,Other Facility Type,43,Outbreaks,2011-12
Suspected,10/29/2011 12:00:00 AM,0,Facility Type,Other Facility Type,43,Outbreaks,2011-12
Confirmed,10/29/2011 12:00:00 AM,0,Facility Type,Other Health Care,43,Outbreaks,2011-12
Suspected,10/29/2011 12:00:00 AM,0,Facility Type,Other Health Care,43,Outbreaks,2011-12
Confirmed,10/29/2011 12:00:00 AM,0,Facility Type,School (K-12),43,Outbreaks,2011-12
Suspected,10/29/2011 12:00:00 AM,0,Facility Type,School (K-12),43,Outbreaks,2011-12
Confirmed,10/29/2011 12:00:00 AM,0,Region,Central,43,Outbreaks,2011-12
Suspected,10/29/2011 12:00:00 AM,0,Region,Central,43,Outbreaks,2011-12
Confirmed,10/29/2011 12:00:00 AM,0,Region,Eastern,43,Outbreaks,2011-12
Suspected,10/29/2011 12:00:00 AM,0,Region,Eastern,43,Outbreaks,2011-12
Confirmed,10/29/2011 12:00:00 AM,0,Region,Northern,43,Outbreaks,2011-12
Suspected,10/29/2011 12:00:00 AM,0,Region,Northern,43,Outbreaks,2011-12
Confirmed,10/29/2011 12:00:00 AM,0,Region,Northwest,43,Outbreaks,2011-12
Suspected,10/29/2011 12:00:00 AM,0,Region,Northwest,43,Outbreaks,2011-12
Confirmed,10/29/2011 12:00:00 AM,0,Region,Southwest,43,Outbreaks,2011-12
Suspected,10/29/2011 12:00:00 AM,0,Region,Southwest,43,Outbreaks,2011-12
,10/29/2011 12:00:00 AM,1,,,43,Specimens,2011-12
,11/5/2011 12:00:00 AM,2,,,44,Activity Level,2011-12
,11/5/2011 12:00:00 AM,4.670094259,AgeGroup,0-4,44,ILI by Age,2011-12
,11/5/2011 12:00:00 AM,2.472594397,AgeGroup,05-18,44,ILI by Age,2011-12
,11/5/2011 12:00:00 AM,1.168952618,AgeGroup,19-24,44,ILI by Age,2011-12
,11/5/2011 12:00:00 AM,1.049317943,AgeGroup,25-49,44,ILI by Age,2011-12
,11/5/2011 12:00:00 AM,0.586073309,AgeGroup,50-64,44,ILI by Age,2011-12
,11/5/2011 12:00:00 AM,0.254858235,AgeGroup,65+,44,ILI by Age,2011-12
,11/5/2011 12:00:00 AM,1.419292759,RegionName,Central,44,ILI by Region,2011-12
,11/5/2011 12:00:00 AM,1.255077596,RegionName,Eastern,44,ILI by Region,2011-12
,11/5/2011 12:00:00 AM,1.624879881,RegionName,Northern,44,ILI by Region,2011-12
,11/5/2011 12:00:00 AM,1.161398467,RegionName,Northwest,44,ILI by Region,2011-12
,11/5/2011 12:00:00 AM,1.170731707,RegionName,Southwest,44,ILI by Region,2011-12
,11/5/2011 12:00:00 AM,1.332850058,,,44,ILI by Season,2011-12
A (H1),11/5/2011 12:00:00 AM,0,Region,Central,44,Labs,2011-12
A (H3),11/5/2011 12:00:00 AM,0,Region,Central,44,Labs,2011-12
A (Unk),11/5/2011 12:00:00 AM,0,Region,Central,44,Labs,2011-12
B,11/5/2011 12:00:00 AM,0,Region,Central,44,Labs,2011-12
B/Victoria,11/5/2011 12:00:00 AM,0,Region,Central,44,Labs,2011-12
B/Yamagata,11/5/2011 12:00:00 AM,0,Region,Central,44,Labs,2011-12
A (H1),11/5/2011 12:00:00 AM,0,Region,Eastern,44,Labs,2011-12
A (H3),11/5/2011 12:00:00 AM,0,Region,Eastern,44,Labs,2011-12
A (Unk),11/5/2011 12:00:00 AM,0,Region,Eastern,44,Labs,2011-12
B,11/5/2011 12:00:00 AM,0,Region,Eastern,44,Labs,2011-12
B/Victoria,11/5/2011 12:00:00 AM,0,Region,Eastern,44,Labs,2011-12
B/Yamagata,11/5/2011 12:00:00 AM,0,Region,Eastern,44,Labs,2011-12
A (H1),11/5/2011 12:00:00 AM,0,Region,Northern,44,Labs,2011-12
A (H3),11/5/2011 12:00:00 AM,0,Region,Northern,44,Labs,2011-12
A (Unk),11/5/2011 12:00:00 AM,0,Region,Northern,44,Labs,2011-12
B,11/5/2011 12:00:00 AM,0,Region,Northern,44,Labs,2011-12
B/Victoria,11/5/2011 12:00:00 AM,0,Region,Northern,44,Labs,2011-12
B/Yamagata,11/5/2011 12:00:00 AM,0,Region,Northern,44,Labs,2011-12
A (H1),11/5/2011 12:00:00 AM,0,Region,Northwest,44,Labs,2011-12
A (H3),11/5/2011 12:00:00 AM,0,Region,Northwest,44,Labs,2011-12
A (Unk),11/5/2011 12:00:00 AM,0,Region,Northwest,44,Labs,2011-12
B,11/5/2011 12:00:00 AM,0,Region,Northwest,44,Labs,2011-12
B/Victoria,11/5/2011 12:00:00 AM,0,Region,Northwest,44,Labs,2011-12
B/Yamagata,11/5/2011 12:00:00 AM,0,Region,Northwest,44,Labs,2011-12
A (H1),11/5/2011 12:00:00 AM,0,Region,Southwest,44,Labs,2011-12
A (H3),11/5/2011 12:00:00 AM,0,Region,Southwest,44,Labs,2011-12
A (Unk),11/5/2011 12:00:00 AM,0,Region,Southwest,44,Labs,2011-12
B,11/5/2011 12:00:00 AM,0,Region,Southwest,44,Labs,2011-12
B/Victoria,11/5/2011 12:00:00 AM,0,Region,Southwest,44,Labs,2011-12
B/Yamagata,11/5/2011 12:00:00 AM,0,Region,Southwest,44,Labs,2011-12
Confirmed,11/5/2011 12:00:00 AM,0,Facility Type,Assisted Living,44,Outbreaks,2011-12
Suspected,11/5/2011 12:00:00 AM,0,Facility Type,Assisted Living,44,Outbreaks,2011-12
Confirmed,11/5/2011 12:00:00 AM,0,Facility Type,Daycare / Pre-K,44,Outbreaks,2011-12
Suspected,11/5/2011 12:00:00 AM,0,Facility Type,Daycare / Pre-K,44,Outbreaks,2011-12
Confirmed,11/5/2011 12:00:00 AM,0,Facility Type,Nursing Home,44,Outbreaks,2011-12
Suspected,11/5/2011 12:00:00 AM,0,Facility Type,Nursing Home,44,Outbreaks,2011-12
Confirmed,11/5/2011 12:00:00 AM,0,Facility Type,Other Facility Type,44,Outbreaks,2011-12
Suspected,11/5/2011 12:00:00 AM,0,Facility Type,Other Facility Type,44,Outbreaks,2011-12
Confirmed,11/5/2011 12:00:00 AM,0,Facility Type,Other Health Care,44,Outbreaks,2011-12
Suspected,11/5/2011 12:00:00 AM,0,Facility Type,Other Health Care,44,Outbreaks,2011-12
Confirmed,11/5/2011 12:00:00 AM,0,Facility Type,School (K-12),44,Outbreaks,2011-12
Suspected,11/5/2011 12:00:00 AM,0,Facility Type,School (K-12),44,Outbreaks,2011-12
Confirmed,11/5/2011 12:00:00 AM,0,Region,Central,44,Outbreaks,2011-12
Suspected,11/5/2011 12:00:00 AM,0,Region,Central,44,Outbreaks,2011-12
Confirmed,11/5/2011 12:00:00 AM,0,Region,Eastern,44,Outbreaks,2011-12
Suspected,11/5/2011 12:00:00 AM,0,Region,Eastern,44,Outbreaks,2011-12
Confirmed,11/5/2011 12:00:00 AM,0,Region,Northern,44,Outbreaks,2011-12
Suspected,11/5/2011 12:00:00 AM,0,Region,Northern,44,Outbreaks,2011-12
Confirmed,11/5/2011 12:00:00 AM,0,Region,Northwest,44,Outbreaks,2011-12
Suspected,11/5/2011 12:00:00 AM,0,Region,Northwest,44,Outbreaks,2011-12
Confirmed,11/5/2011 12:00:00 AM,0,Region,Southwest,44,Outbreaks,2011-12
Suspected,11/5/2011 12:00:00 AM,0,Region,Southwest,44,Outbreaks,2011-12
,11/5/2011 12:00:00 AM,0,,,44,Specimens,2011-12
,11/12/2011 12:00:00 AM,1,,,45,Activity Level,2011-12
,11/12/2011 12:00:00 AM,4.475009686,AgeGroup,0-4,45,ILI by Age,2011-12
,11/12/2011 12:00:00 AM,2.643876045,AgeGroup,05-18,45,ILI by Age,2011-12
,11/12/2011 12:00:00 AM,1.421800948,AgeGroup,19-24,45,ILI by Age,2011-12
,11/12/2011 12:00:00 AM,1.164502165,AgeGroup,25-49,45,ILI by Age,2011-12
,11/12/2011 12:00:00 AM,0.755939525,AgeGroup,50-64,45,ILI by Age,2011-12
,11/12/2011 12:00:00 AM,0.356333009,AgeGroup,65+,45,ILI by Age,2011-12
,11/12/2011 12:00:00 AM,1.891164599,RegionName,Central,45,ILI by Region,2011-12
,11/12/2011 12:00:00 AM,1.380422188,RegionName,Eastern,45,ILI by Region,2011-12
,11/12/2011 12:00:00 AM,1.457447731,RegionName,Northern,45,ILI by Region,2011-12
,11/12/2011 12:00:00 AM,1.140861467,RegionName,Northwest,45,ILI by Region,2011-12
,11/12/2011 12:00:00 AM,1.383933398,RegionName,Southwest,45,ILI by Region,2011-12
,11/12/2011 12:00:00 AM,1.471410541,,,45,ILI by Season,2011-12
A (H1),11/12/2011 12:00:00 AM,0,Region,Central,45,Labs,2011-12
A (H3),11/12/2011 12:00:00 AM,0,Region,Central,45,Labs,2011-12
A (Unk),11/12/2011 12:00:00 AM,0,Region,Central,45,Labs,2011-12
B,11/12/2011 12:00:00 AM,0,Region,Central,45,Labs,2011-12
B/Victoria,11/12/2011 12:00:00 AM,0,Region,Central,45,Labs,2011-12
B/Yamagata,11/12/2011 12:00:00 AM,0,Region,Central,45,Labs,2011-12
A (H1),11/12/2011 12:00:00 AM,0,Region,Eastern,45,Labs,2011-12
A (H3),11/12/2011 12:00:00 AM,0,Region,Eastern,45,Labs,2011-12
A (Unk),11/12/2011 12:00:00 AM,0,Region,Eastern,45,Labs,2011-12
B,11/12/2011 12:00:00 AM,0,Region,Eastern,45,Labs,2011-12
B/Victoria,11/12/2011 12:00:00 AM,0,Region,Eastern,45,Labs,2011-12
B/Yamagata,11/12/2011 12:00:00 AM,0,Region,Eastern,45,Labs,2011-12
A (H1),11/12/2011 12:00:00 AM,0,Region,Northern,45,Labs,2011-12
A (H3),11/12/2011 12:00:00 AM,0,Region,Northern,45,Labs,2011-12
A (Unk),11/12/2011 12:00:00 AM,0,Region,Northern,45,Labs,2011-12
B,11/12/2011 12:00:00 AM,0,Region,Northern,45,Labs,2011-12
B/Victoria,11/12/2011 12:00:00 AM,0,Region,Northern,45,Labs,2011-12
B/Yamagata,11/12/2011 12:00:00 AM,0,Region,Northern,45,Labs,2011-12
A (H1),11/12/2011 12:00:00 AM,0,Region,Northwest,45,Labs,2011-12
A (H3),11/12/2011 12:00:00 AM,0,Region,Northwest,45,Labs,2011-12
A (Unk),11/12/2011 12:00:00 AM,0,Region,Northwest,45,Labs,2011-12
B,11/12/2011 12:00:00 AM,0,Region,Northwest,45,Labs,2011-12
B/Victoria,11/12/2011 12:00:00 AM,0,Region,Northwest,45,Labs,2011-12
B/Yamagata,11/12/2011 12:00:00 AM,0,Region,Northwest,45,Labs,2011-12
A (H1),11/12/2011 12:00:00 AM,0,Region,Southwest,45,Labs,2011-12
A (H3),11/12/2011 12:00:00 AM,0,Region,Southwest,45,Labs,2011-12
A (Unk),11/12/2011 12:00:00 AM,0,Region,Southwest,45,Labs,2011-12
B,11/12/2011 12:00:00 AM,0,Region,Southwest,45,Labs,2011-12
B/Victoria,11/12/2011 12:00:00 AM,0,Region,Southwest,45,Labs,2011-12
B/Yamagata,11/12/2011 12:00:00 AM,0,Region,Southwest,45,Labs,2011-12
Confirmed,11/12/2011 12:00:00 AM,0,Facility Type,Assisted Living,45,Outbreaks,2011-12
Suspected,11/12/2011 12:00:00 AM,0,Facility Type,Assisted Living,45,Outbreaks,2011-12
Confirmed,11/12/2011 12:00:00 AM,0,Facility Type,Daycare / Pre-K,45,Outbreaks,2011-12
Suspected,11/12/2011 12:00:00 AM,0,Facility Type,Daycare / Pre-K,45,Outbreaks,2011-12
Confirmed,11/12/2011 12:00:00 AM,0,Facility Type,Nursing Home,45,Outbreaks,2011-12
Suspected,11/12/2011 12:00:00 AM,0,Facility Type,Nursing Home,45,Outbreaks,2011-12
Confirmed,11/12/2011 12:00:00 AM,0,Facility Type,Other Facility Type,45,Outbreaks,2011-12
Suspected,11/12/2011 12:00:00 AM,0,Facility Type,Other Facility Type,45,Outbreaks,2011-12
Confirmed,11/12/2011 12:00:00 AM,0,Facility Type,Other Health Care,45,Outbreaks,2011-12
Suspected,11/12/2011 12:00:00 AM,0,Facility Type,Other Health Care,45,Outbreaks,2011-12
Confirmed,11/12/2011 12:00:00 AM,0,Facility Type,School (K-12),45,Outbreaks,2011-12
Suspected,11/12/2011 12:00:00 AM,0,Facility Type,School (K-12),45,Outbreaks,2011-12
Confirmed,11/12/2011 12:00:00 AM,0,Region,Central,45,Outbreaks,2011-12
Suspected,11/12/2011 12:00:00 AM,0,Region,Central,45,Outbreaks,2011-12
Confirmed,11/12/2011 12:00:00 AM,0,Region,Eastern,45,Outbreaks,2011-12
Suspected,11/12/2011 12:00:00 AM,0,Region,Eastern,45,Outbreaks,2011-12
Confirmed,11/12/2011 12:00:00 AM,0,Region,Northern,45,Outbreaks,2011-12
Suspected,11/12/2011 12:00:00 AM,0,Region,Northern,45,Outbreaks,2011-12
Confirmed,11/12/2011 12:00:00 AM,0,Region,Northwest,45,Outbreaks,2011-12
Suspected,11/12/2011 12:00:00 AM,0,Region,Northwest,45,Outbreaks,2011-12
Confirmed,11/12/2011 12:00:00 AM,0,Region,Southwest,45,Outbreaks,2011-12
Suspected,11/12/2011 12:00:00 AM,0,Region,Southwest,45,Outbreaks,2011-12
,11/12/2011 12:00:00 AM,0,,,45,Specimens,2011-12
,11/19/2011 12:00:00 AM,1,,,46,Activity Level,2011-12
,11/19/2011 12:00:00 AM,4.206241520,AgeGroup,0-4,46,ILI by Age,2011-12
